period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2012-10,MA,Massachusetts,ALL,all sectors,3089161,13.09,556.46844,4251.08196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-10,MA,Massachusetts,TRA,transportation,2,5.07,1.39389,27.47244,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-10,MA,Massachusetts,RES,residential,2683682,14.38,205.09371,1426.57723,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-10,MA,Massachusetts,IND,industrial,21213,11.95,162.74142,1361.75055,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-10,MA,Massachusetts,COM,commercial,384264,13.05,187.23943,1435.28173,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,IND,industrial,21242,12.89,192.34559,1491.65622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,COM,commercial,389629,14.12,209.02224,1479.81622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,ALL,all sectors,3110601,14.08,665.905,4730.62456,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,TRA,transportation,2,4.93,1.33475,27.06931,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,RES,residential,2699728,15.2,263.20243,1732.08281,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,ALL,all sectors,3108292,13.63,754.63278,5534.93682,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,TRA,transportation,2,5.41,1.6102,29.77355,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,RES,residential,2697769,14.16,310.1449,2189.96751,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,IND,industrial,21208,13.1,206.26501,1574.55399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-08,MA,Massachusetts,COM,commercial,389313,13.59,236.61267,1740.64177,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,ALL,all sectors,3115357,13.97,753.23821,5393.62327,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,TRA,transportation,2,4.95,1.46343,29.5673,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,RES,residential,2703695,14.58,312.74384,2144.63098,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,IND,industrial,21176,13.06,201.97098,1545.92613,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-07,MA,Massachusetts,COM,commercial,390484,14.17,237.05997,1673.49887,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,ALL,all sectors,3119906,14.42,661.05538,4582.84279,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,TRA,transportation,2,4.61,1.27636,27.67733,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,RES,residential,2709421,15.48,250.94647,1620.84007,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,IND,industrial,21040,13.57,192.09982,1415.89087,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-06,MA,Massachusetts,COM,commercial,389443,14.27,216.73274,1518.43452,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,ALL,all sectors,3107047,13.81,571.75915,4139.92246,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,TRA,transportation,2,4.19,1.16337,27.74686,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,RES,residential,2696881,15.39,214.72135,1395.0234,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,IND,industrial,21077,12.47,163.01653,1307.46786,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-05,MA,Massachusetts,COM,commercial,389087,13.68,192.85791,1409.68435,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,ALL,all sectors,3088131,13.33,548.75215,4115.84944,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,TRA,transportation,2,4.28,1.18418,27.64866,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,RES,residential,2679806,14.8,202.14675,1366.00544,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,IND,industrial,21082,12.11,166.68131,1376.52111,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-04,MA,Massachusetts,COM,commercial,387241,13.28,178.7399,1345.67423,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,RES,residential,2706153,15.72,247.82163,1576.55289,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,IND,industrial,21073,12.5,172.26647,1378.08992,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,COM,commercial,389495,14.05,197.26296,1404.06754,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,ALL,all sectors,3116723,14.1,618.6837,4388.85393,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-03,MA,Massachusetts,TRA,transportation,2,4.42,1.33264,30.14359,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,ALL,all sectors,3111225,13.9,613.26775,4412.65197,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,TRA,transportation,2,4.91,1.45758,29.70106,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,RES,residential,2701221,15.41,254.24697,1650.13912,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,IND,industrial,20968,12.22,162.72317,1331.27402,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-02,MA,Massachusetts,COM,commercial,389034,13.9,194.84004,1401.53777,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,RES,residential,2689419,15.1,287.7889,1906.19107,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,IND,industrial,21028,12.32,170.1771,1381.51514,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,COM,commercial,387993,13.67,204.41635,1495.08133,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,ALL,all sectors,3098442,13.79,664.05894,4815.27441,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2012-01,MA,Massachusetts,TRA,transportation,2,5.16,1.67659,32.48687,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,ALL,all sectors,3083440,14.31,653.29868,4564.15079,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,TRA,transportation,2,5.07,1.55577,30.66355,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,RES,residential,2676354,15.2,261.70748,1721.41457,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,IND,industrial,20787,13.41,178.24832,1328.78142,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-12,MA,Massachusetts,COM,commercial,386297,14.28,211.78711,1483.29125,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,ALL,all sectors,3228103,13.74,575.10172,4186.30115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,TRA,transportation,2,5.38,1.51453,28.15568,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,RES,residential,2782000,14.49,211.19093,1457.97709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,IND,industrial,22500,13.03,175.6525,1347.83709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-11,MA,Massachusetts,COM,commercial,423601,13.81,186.74377,1352.33128,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,ALL,all sectors,3092223,13.54,585.31529,4322.68796,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,TRA,transportation,2,5.66,1.55392,27.43113,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,RES,residential,2684345,13.98,201.27764,1439.31529,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,IND,industrial,20867,12.94,186.12807,1438.63898,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-10,MA,Massachusetts,COM,commercial,387009,13.85,196.35566,1417.30256,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,ALL,all sectors,3092628,14.93,714.47638,4784.30602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,TRA,transportation,2,5.58,1.5203,27.22645,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,RES,residential,2684602,15.58,262.68671,1686.45347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,IND,industrial,21090,13.98,218.42587,1562.72826,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-09,MA,Massachusetts,COM,commercial,386934,15.38,231.84351,1507.89785,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,ALL,all sectors,3094713,14.76,752.09156,5096.56475,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,TRA,transportation,2,6.55,1.90323,29.03874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,RES,residential,2687285,15.09,299.05083,1981.66447,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,IND,industrial,20722,14.14,208.37194,1473.87808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-08,MA,Massachusetts,COM,commercial,386704,15.06,242.76556,1611.98347,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,ALL,all sectors,3098981,14,755.40149,5396.81076,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,TRA,transportation,2,6.5,1.94681,29.95182,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,RES,residential,2690700,14.13,298.74313,2114.67022,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,IND,industrial,20889,13.6,208.61446,1534.24196,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-07,MA,Massachusetts,COM,commercial,387390,14.33,246.0971,1717.94676,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,ALL,all sectors,3096200,14.82,682.25039,4603.47469,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,TRA,transportation,2,6.25,1.73673,27.79237,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,RES,residential,2688383,15.12,244.1962,1615.23905,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,IND,industrial,21023,14.26,202.62976,1420.97546,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-06,MA,Massachusetts,COM,commercial,386792,15.18,233.6877,1539.46782,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,ALL,all sectors,3076307,14,570.62102,4075.08608,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,TRA,transportation,2,6.24,1.72148,27.57935,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,RES,residential,2670670,15,204.35978,1362.59586,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,IND,industrial,20706,13.15,174.97276,1330.5066,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-05,MA,Massachusetts,COM,commercial,384929,14,189.567,1354.40426,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,ALL,all sectors,3102678,13.47,583.63322,4333.7346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,TRA,transportation,2,6.3,1.79547,28.49622,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,RES,residential,2694151,14.09,217.92703,1546.51136,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,IND,industrial,20810,12.54,174.56853,1391.92723,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-04,MA,Massachusetts,COM,commercial,387715,13.85,189.34219,1366.79979,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,ALL,all sectors,3102942,13.81,638.9571,4627.57182,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,TRA,transportation,2,6.12,1.94962,31.85426,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,RES,residential,2694100,14.55,245.98237,1690.35672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,IND,industrial,21077,12.95,187.5509,1448.65397,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-03,MA,Massachusetts,COM,commercial,387763,13.97,203.47422,1456.70686,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,ALL,all sectors,3097313,13.75,640.18998,4655.80166,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,TRA,transportation,2,7.28,2.36575,32.477,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,RES,residential,2689231,14.36,265.37921,1847.77291,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,IND,industrial,20896,12.96,173.6176,1339.38968,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-02,MA,Massachusetts,COM,commercial,387184,13.84,198.82741,1436.16206,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,ALL,all sectors,3087697,14.04,691.05877,4923.42175,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,TRA,transportation,2,6.5,2.38038,36.62444,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,RES,residential,2680810,14.48,290.80376,2008.54099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,IND,industrial,20872,13.39,181.60154,1355.94826,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2011-01,MA,Massachusetts,COM,commercial,386013,14.21,216.27309,1522.30807,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,ALL,all sectors,3061323,14.13,681.27932,4821.65055,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,TRA,transportation,2,5.62,1.89136,33.68201,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,RES,residential,2666461,14.42,277.10895,1921.46639,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,IND,industrial,16032,13.59,182.00808,1339.32837,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-12,MA,Massachusetts,COM,commercial,378828,14.42,220.27093,1527.17377,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,ALL,all sectors,3069359,13.69,598.95482,4373.83356,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,TRA,transportation,2,5.01,1.41924,28.30332,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,RES,residential,2673592,14.17,215.59898,1521.40117,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,IND,industrial,16155,13.26,187.81891,1415.98731,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-11,MA,Massachusetts,COM,commercial,379610,13.79,194.1177,1408.14176,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,ALL,all sectors,3055444,13.94,617.77113,4432.23363,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,TRA,transportation,2,5.64,1.55244,27.50462,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,RES,residential,2660647,14.55,217.35199,1493.52828,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,IND,industrial,16172,13.34,194.1102,1454.93464,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-10,MA,Massachusetts,COM,commercial,378623,14.06,204.75651,1456.2661,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,ALL,all sectors,3079056,14.66,729.953,4980.81741,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,TRA,transportation,2,5.79,1.58591,27.38706,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,RES,residential,2682300,14.64,269.22493,1839.32787,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,IND,industrial,16152,14.32,218.0476,1522.7919,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-09,MA,Massachusetts,COM,commercial,380602,15.15,241.09457,1591.31058,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,ALL,all sectors,3060827,14.85,785.98874,5294.38235,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,TRA,transportation,2,6.93,1.98555,28.67203,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,RES,residential,2666265,14.88,312.6952,2100.90066,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,IND,industrial,16179,14.5,217.04169,1496.8254,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-08,MA,Massachusetts,COM,commercial,378381,15.24,254.2663,1667.98426,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,ALL,all sectors,3097530,14.45,809.28776,5601.90438,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,TRA,transportation,2,6.78,1.99776,29.47719,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,RES,residential,2702101,14.22,326.35276,2295.78437,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,IND,industrial,16122,14.39,219.58602,1525.6047,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-07,MA,Massachusetts,COM,commercial,379305,14.93,261.35122,1751.03812,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,TRA,transportation,2,6.05,1.69486,27.99445,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,IND,industrial,16171,14.15,206.7941,1461.92058,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,COM,commercial,380338,14.69,237.33946,1615.61836,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,ALL,all sectors,3080554,14.26,696.9596,4888.57687,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,RES,residential,2684043,14.08,251.13118,1783.04348,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,ALL,all sectors,3056805,13.87,608.39564,4386.48271,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,TRA,transportation,2,5.98,1.64423,27.50821,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,RES,residential,2661875,14.48,209.73295,1448.58845,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,IND,industrial,16151,13.24,191.7674,1447.87303,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-05,MA,Massachusetts,COM,commercial,378777,14.03,205.25105,1462.51302,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,ALL,all sectors,3067602,14.44,588.19945,4073.51351,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,TRA,transportation,2,5.77,1.58308,27.42856,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,RES,residential,2671066,15.2,215.76114,1419.47087,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,IND,industrial,16175,13.53,177.05018,1308.39011,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-04,MA,Massachusetts,COM,commercial,380359,14.7,193.80505,1318.22397,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,ALL,all sectors,3079095,14.28,651.91162,4563.82058,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,TRA,transportation,2,6.77,2.09026,30.88459,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,RES,residential,2681875,15.12,253.22201,1675.23228,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,IND,industrial,16511,13.22,186.94299,1414.11165,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-03,MA,Massachusetts,COM,commercial,380707,14.52,209.65636,1443.59205,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,IND,industrial,15888,13.45,179.76054,1336.91049,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,COM,commercial,380706,14.28,216.41405,1515.16332,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,ALL,all sectors,3073075,14.06,672.40677,4782.70384,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,TRA,transportation,2,7.9,2.45441,31.08624,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,RES,residential,2676479,14.41,273.77777,1899.5438,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-01,MA,Massachusetts,ALL,all sectors,3066299,14.29,703.78723,4923.5026,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-01,MA,Massachusetts,TRA,transportation,2,8.03,2.82032,35.13373,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-01,MA,Massachusetts,RES,residential,2669895,15.05,302.57046,2010.71739,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
